,LocusTag,Length,Entry,EntryName,Status,ProteinNames,GeneNames,LocusTag,UpdatedSymbol,Symbol_gtf,x77459_Emp1_1,x77460_Emp2_2,x77461_Emp3_3,x77456_TosR1_1,x77457_TosR2_2,x77458_TosR3_3,logFC,logCPM,LR,PValue,FDR,DE
498,c0870,246,A0A0H2V5E7,A0A0H2V5E7_ECOL6,unreviewed,Uncharacterized protein,ybhM c0870,c0870,ybhM,ybhM,0.272646188,0.889766026,0.966956875,3.638564422,2.924538441,2.141889625,1.962746648,1.037362655,17.65270129,2.65E-05,0.000863864,yes
912,c1681,216,P0AF29,NARL_ECOL6,reviewed,Nitrate/nitrite response regulator protein NarL,narL c1681,c1681,narL,narL,17.31303295,9.469652706,11.72435211,4.620399266,1.169815376,3.991703391,-1.925874923,3.028887169,17.61089034,2.71E-05,0.000865405,yes
1107,c2049,275,A0A0H2V7T8,A0A0H2V7T8_ECOL6,unreviewed,Uncharacterized protein,ydhO c2049,c2049,ydhO,ydhO,10.49687825,6.10125275,6.889567737,2.598974587,2.778311519,2.336606863,-1.59436264,2.403033237,17.61170589,2.71E-05,0.000865405,yes
330,c0579,124,P0AAR1,TOMB_ECOL6,reviewed,Hha toxicity modulator TomB,tomB c0579,c0579,tomB,ybaJ,40.89692824,41.37412021,21.39392087,95.87328477,118.5900338,83.33897812,1.52030249,6.067962334,16.92225637,3.89E-05,0.001219376,yes
2909,c5182,NA,NA,NA,NA,NA,NA,NA,NA,papK_2,5.043954482,4.830158427,5.318262814,2.13693466,1.608496143,1.460379289,-1.503664451,1.83427922,16.9217436,3.90E-05,0.001219376,yes
1341,c2409,243,A0A0H2V9N2,A0A0H2V9N2_ECOL6,unreviewed,Uncharacterized protein,c2409,c2409,,c2409,4.089692824,6.609690479,6.043480471,19.29016694,33.19351131,9.346427452,1.868724899,3.721328923,16.73945797,4.29E-05,0.001329275,yes
2906,c5179,336,A0A0H2VDP3,A0A0H2VDP3_ECOL6,unreviewed,PapG protein,papG_2 c5179,c5179,papG_2,papG_2,7.088800894,6.10125275,5.076523596,2.483464605,1.023588454,2.336606863,-1.577648328,2.07186015,16.58566868,4.65E-05,0.001427673,yes
2424,c4290,397,A0A0H2VDB3,A0A0H2VDB3_ECOL6,unreviewed,Uncharacterized protein,yhiN c4290,c4290,yhiN,yhiN,16.49509439,18.17664882,18.85565907,6.584068954,7.896253791,6.425668874,-1.362684267,3.650505204,16.5250775,4.80E-05,0.001459988,yes
1986,c3592,188,P62608,FMF2_ECOL6,reviewed,F7-2 fimbrial protein (F7-2 pilin),F7-2 papA c3592,c3592,"F7-2,papA",papA,315.4516398,302.5840036,294.3174989,102.9193936,122.9768414,102.810702,-1.473081878,7.693324334,16.5028782,4.86E-05,0.001463246,yes
1604,c2893,176,A0A0H2VBL5,A0A0H2VBL5_ECOL6,unreviewed,Uncharacterized protein,c2893,c2893,,c2893,14.72289417,17.98598467,18.61391985,38.4070689,54.83509577,37.77514429,1.34717824,4.932247971,16.47140703,4.94E-05,0.001473833,yes
699,c1238,109,A0A0H2V864,A0A0H2V864_ECOL6,unreviewed,Putative F1C and S fimbrial switch Regulatory protein,sfaB c1238,c1238,sfaB,sfaB,17.17670986,19.38418842,25.38261798,8.778758605,5.995303804,8.080765402,-1.425830256,3.838825371,16.28438833,5.45E-05,0.001600342,yes
1912,c3484,129,Q8FE66,GCSH_ECOL6,reviewed,Glycine cleavage system H protein,gcvH c3484,c3484,gcvH,gcvH,58.20996119,46.64916165,67.32437245,21.13832664,20.61799601,26.77362031,-1.327024673,5.330101074,16.28022414,5.46E-05,0.001600342,yes
328,c0577,183,A0A0H2V5J1,A0A0H2V5J1_ECOL6,unreviewed,Maltose O-acetyltransferase (EC 2.3.1.79),ylaD c0577,c0577,ylaD,ylaD,5.043954482,3.749728253,2.417392188,13.16813791,10.82079223,9.249068833,1.573996037,2.934919166,16.23778568,5.59E-05,0.001621714,yes
2075,c3767,159,A0A0H2VDK6,A0A0H2VDK6_ECOL6,unreviewed,Uncharacterized protein,c3767,c3767,,c3767,1.635877129,3.050626375,2.05478336,8.143453706,10.23588454,4.381137868,1.706720044,2.353573156,16.07367802,6.09E-05,0.001738262,yes
2421,c4286,911,A0A0H2VBM6,A0A0H2VBM6_ECOL6,unreviewed,Hypothetical ABC transporter ATP-binding protein yhiH,yhiH c4286,c4286,yhiH,yhiH,13.76863251,12.2025055,9.065220706,4.851419229,1.316042298,3.894344772,-1.752751605,2.949212081,16.07220102,6.10E-05,0.001738262,yes
47,c0076,281,A0A0H2V415,A0A0H2V415_ECOL6,unreviewed,Arabinose operon Regulatory protein,araC c0076,c0076,araC,araC,33.94445044,48.4286937,63.94002338,119.0907911,138.3306683,141.0726394,1.444578878,6.50765705,16.0156044,6.28E-05,0.001775154,yes
181,c0292,245,A0A0H2V4Z3,A0A0H2V4Z3_ECOL6,unreviewed,Uncharacterized protein,c0292,c0292,,c0292,23.174926,17.66821109,17.16348454,64.91660969,46.35393429,38.359296,1.370785898,5.124020284,15.85146377,6.85E-05,0.00191898,yes
2051,c3733,328,A0A0H2VCD8,A0A0H2VCD8_ECOL6,unreviewed,Hydrogenase-2 operon protein hybA,hybA c3733,c3733,hybA,hybA,63.39023877,30.82403733,30.94262001,18.2505771,2.778311519,6.815103351,-2.147633569,4.678617933,15.36741333,8.85E-05,0.002457263,yes
722,c1270,180,A0A0H2V685,A0A0H2V685_ECOL6,unreviewed,Uncharacterized protein,c1270,c1270,,c1270,12.54172466,11.18563004,9.306959925,31.76524495,28.66047672,22.29512382,1.324922069,4.286732788,15.29993409,9.17E-05,0.002513018,yes
926,c1703,205,Q8FHX4,KITH_ECOL6,reviewed,Thymidine kinase (EC 2.7.1.21),tdk c1703,c1703,tdk,tdk,2.044846412,4.703048995,2.538261798,8.201208697,14.6226922,8.080765402,1.682002996,2.774825473,15.29245335,9.21E-05,0.002513018,yes
3113,c5541,NA,NA,NA,NA,NA,NA,NA,NA,valV,1.090584753,1.398203755,1.933913751,5.024684202,6.726438414,2.82339996,1.698727397,1.734876707,15.1741084,9.80E-05,0.002652855,yes
680,c1202,248,A0A0H2V845,A0A0H2V845_ECOL6,unreviewed,Uncharacterized protein,c1202,c1202,,c1202,1.908523318,1.525313188,1.692174532,6.526313963,2.485857675,7.496613686,1.718342856,1.964871525,15.03080256,0.000105771,0.002838031,yes
2011,c3636,269,A0A0H2VAL2,A0A0H2VAL2_ECOL6,unreviewed,Uncharacterized protein,c3636,c3636,,c3636,0.954261659,1.588867904,1.329565704,3.118769504,5.995303804,3.699627533,1.645765834,1.543903978,14.87722474,0.00011474,0.003053039,yes
1913,c3485,364,Q8FE65,GCST_ECOL6,reviewed,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),gcvT c3485,c3485,gcvT,gcvT,113.4208143,104.3568439,144.9226617,49.61153712,23.39630753,55.10497852,-1.49783716,6.357005936,14.81554756,0.000118554,0.003128456,yes
192,c0327,156,A0A0H2V525,A0A0H2V525_ECOL6,unreviewed,Uncharacterized protein,c0327,c0327,,c0327,1.226907847,1.588867904,2.900870626,2.483464605,18.27836526,8.178124021,2.321229813,2.507520376,14.69830595,0.00012616,0.00330187,yes
3098,c5517,NA,NA,NA,NA,NA,NA,NA,NA,c5517,2.726461882,3.241290523,3.263479454,7.508148807,15.35382682,6.230951635,1.631124765,2.692938739,14.67699531,0.000127594,0.00331226,yes
2081,c3774,269,A0A0H2VB19,A0A0H2VB19_ECOL6,unreviewed,Ferric enterobactin transport ATP-binding protein fepC,c3774,c3774,,c3774,3.680723541,8.198558383,9.306959925,12.35956804,33.19351131,24.33965482,1.706398817,3.929683607,14.63920295,0.000130178,0.00335209,yes
2422,c4287,355,A0A0H2VC08,A0A0H2VC08_ECOL6,unreviewed,Uncharacterized protein,yhiI c4287,c4287,yhiI,yhiI,10.08790896,8.89766026,8.098263831,4.331624312,2.047176909,3.212834437,-1.453227642,2.655750816,14.54803927,0.000136631,0.003490096,yes
2079,c3772,349,A0A0H2VB78,A0A0H2VB78_ECOL6,unreviewed,Putative iron compound permease protein of ABC transporter family,c3772,c3772,,c3772,2.044846412,2.415079214,2.17565297,4.21611433,10.82079223,6.036234396,1.626555726,2.229028975,14.4604332,0.000143135,0.003627217,yes
1511,c2757,364,A0A0H2V8Y4,A0A0H2V8Y4_ECOL6,unreviewed,Uncharacterized protein,c2757,c2757,,c2757,15.26818654,21.54504877,20.30609438,7.912433743,5.117942272,8.956992975,-1.367401977,3.745449592,14.31150594,0.000154915,0.003894834,yes
1336,c2400,278,A0A0H2V895,A0A0H2V895_ECOL6,unreviewed,Uncharacterized protein,c2400,c2400,,c2400,3.680723541,4.766603711,4.23043633,10.85793827,24.27366906,7.107179209,1.715707228,3.201374536,13.9306041,0.000189685,0.004731745,yes
1100,c2033,155,A0A0H2V7I8,A0A0H2V7I8_ECOL6,unreviewed,Outer membrane lipoprotein slyB,slyB c2033,c2033,slyB,slyB,88.61001118,101.1791081,108.6617789,40.08196363,16.23118835,48.67930965,-1.503255511,6.075928304,13.66341499,0.000218673,0.005412592,yes
1254,c2286,809,Q8CVZ3,TORZ_ECOL6,reviewed,Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3),torZ bisZ c2286,c2286,"torZ,bisZ",bisZ,1.226907847,1.461758471,1.692174532,4.90917422,2.924538441,4.08906201,1.460061262,1.575326574,13.6221639,0.000223531,0.005490263,yes
2303,c4096,654,A0A0H2VBF9,A0A0H2VBF9_ECOL6,unreviewed,Probable general secretion pathway protein D,yheF c4096,c4096,yheF,yheF,1.226907847,1.588867904,0.483478438,3.061014514,5.264169194,3.018117198,1.684725227,1.376658448,13.59896708,0.00022631,0.005516091,yes
45,c0074,500,Q8FL89,ARAA_ECOL6,reviewed,L-arabinose isomerase (EC 5.3.1.4),araA c0074,c0074,araA,araA,112.6028757,61.71162938,47.5017565,27.83790558,19.30195371,34.07551675,-1.445642319,5.661128515,13.51216383,0.000237022,0.00573342,yes
677,c1199,83,A0A0H2V6V3,A0A0H2V6V3_ECOL6,unreviewed,Acyl carrier protein (ACP),acpP c1199,c1199,acpP,c1199,2.590138788,1.271094323,0.966956875,5.60223411,2.778311519,6.230951635,1.649056323,1.806880663,13.32916216,0.00026131,0.006273411,yes
1260,c2294,382,A0A0H2V826,A0A0H2V826_ECOL6,unreviewed,Flagellar biosynthetic protein flhB,flhB c2294,c2294,flhB,flhB,2.726461882,5.656369737,4.472175549,8.201208697,24.71234983,10.22265503,1.715329702,3.226412402,13.31405967,0.000263423,0.006276947,yes
748,c1334,215,Q8FIR0,YCEH_ECOL6,reviewed,UPF0502 protein YceH,yceH c1334,c1334,yceH,yceH,36.80723541,26.3752072,27.80001017,15.0740526,4.679261506,12.07246879,-1.496798336,4.367480032,13.29046445,0.000266759,0.006309354,yes
3006,c5335,128,Q8CVG7,C562_ECOL6,reviewed,Soluble cytochrome b562 (Cytochrome b-562),cybC c5335,c5335,cybC,cybC,20.8574334,24.91344873,33.23914259,10.62691831,7.896253791,13.53284808,-1.294732649,4.224056568,13.18158398,0.000282714,0.006637535,yes
1379,c2484,214,A0A0H2V8G0,A0A0H2V8G0_ECOL6,unreviewed,Uncharacterized protein,c2484,c2484,,c2484,23.03860291,15.18957716,22.60261696,43.60501807,77.35404176,36.12004776,1.369230974,5.184456466,13.16724248,0.000284886,0.006639707,yes
2078,c3771,336,A0A0H2VAX9,A0A0H2VAX9_ECOL6,unreviewed,Putative iron compound-binding protein of ABC transporter family,c3771,c3771,,c3771,5.998216141,6.164807466,10.15304719,13.97670778,23.39630753,20.73738591,1.378381453,3.756232026,13.13331346,0.000290091,0.00671204,yes
120,c0188,660,A0A0H2V634,A0A0H2V634_ECOL6,unreviewed,Ferrichrome transport system permease protein fhuB,fhuB c0188,c0188,fhuB,fhuB,2.862784977,7.245237641,7.856524612,8.258963688,44.59921122,19.27700662,1.98913465,3.901114177,13.04864088,0.000303505,0.006971871,yes
1372,c2471,244,A0A0H2V9T5,A0A0H2V9T5_ECOL6,unreviewed,Uncharacterized protein,c2471,c2471,,c2471,3.271754259,3.749728253,2.900870626,11.9552831,7.018892258,7.009820589,1.389413538,2.652832243,12.8245217,0.000342106,0.007802459,yes
240,c0430,200,A0A0H2V4M2,A0A0H2V4M2_ECOL6,unreviewed,Type 1 fimbriae Regulatory protein fimB,c0430,c0430,,c0430,1.090584753,2.033750917,2.659131407,5.833254073,10.08965762,3.212834437,1.690996196,2.09521614,12.75231357,0.000355569,0.008052,yes
2423,c4288,43,A0A0H2VEE3,A0A0H2VEE3_ECOL6,unreviewed,Uncharacterized protein,c4288,c4288,,c4288,5.861893047,5.27504144,5.801741252,2.252444642,1.900949987,2.82339996,-1.25902122,2.050567682,12.72481683,0.000360835,0.00811371,yes
44,c0073,231,A0A0H2V408,A0A0H2V408_ECOL6,unreviewed,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase),araD c0073,c0073,araD,araD,45.80455962,18.36731297,18.61391985,10.22263338,8.919842245,10.80680674,-1.458912708,4.234476131,12.6563251,0.000374297,0.008357559,yes
1788,c3221,149,P64551,ALAE_ECOL6,reviewed,L-alanine exporter AlaE,alaE c3221,c3221,alaE,ygaW,8.043062553,8.389222531,7.493915784,3.234279486,2.632084597,4.08906201,-1.253197161,2.543369197,12.62583069,0.000380453,0.008436012,yes
14,c0022,509,A0A0H2V4H2,A0A0H2V4H2_ECOL6,unreviewed,Uncharacterized protein,c0022,c0022,,c0022,1.090584753,1.016875458,0.604348047,2.252444642,3.655673051,2.433965482,1.556506928,0.997153322,12.55650148,0.00039483,0.008694434,yes
733,c1307,110,A0A0H2V8B4,A0A0H2V8B4_ECOL6,unreviewed,Putative curli production protein csgC,csgC c1307,c1307,csgC,csgC,0.817938565,1.461758471,1.450435313,2.425709615,5.264169194,3.894344772,1.556060749,1.421617742,12.51228754,0.000404284,0.008841642,yes
1779,c3204,390,A0A0H2VA04,A0A0H2VA04_ECOL6,unreviewed,Uncharacterized protein,c3204,c3204,,c3204,2.453815694,2.033750917,2.05478336,6.815088917,4.97171535,4.283779249,1.318521138,2.003813587,12.48847399,0.000409471,0.008894146,yes
187,c0319,390,A0A0H2V4G7,A0A0H2V4G7_ECOL6,unreviewed,Putative oligogalacturonide lyase,c0319,c0319,,c0319,2.590138788,3.241290523,6.526958909,8.143453706,12.42928837,14.89586875,1.519718798,3.019405356,12.46221455,0.000415267,0.008959112,yes
1979,c3586,NA,NA,NA,NA,NA,NA,NA,NA,papK,6.407185424,4.131056549,7.735655003,2.541219596,1.754723065,2.628682721,-1.355012224,2.108808147,12.06321187,0.000514266,0.011020482,yes
2712,c4806,490,A0A0H2VCR9,A0A0H2VCR9_ECOL6,unreviewed,Uncharacterized protein,yihF c4806,c4806,yihF,yihF,3.135431165,2.351524497,3.626088283,8.778758605,6.726438414,6.328310254,1.287620311,2.428462417,12.00547513,0.000530445,0.011291403,yes
3067,c5463,516,A0A0H2VFH7,A0A0H2VFH7_ECOL6,unreviewed,Uncharacterized protein,yjjI c5463,c5463,yjjI,yjjI,16.35877129,12.71094323,22.60261696,8.836513596,4.386807661,7.009820589,-1.328582334,3.600273376,11.88085782,0.000567138,0.01199253,yes
3048,c5429,721,A0A0H2VFF6,A0A0H2VFF6_ECOL6,unreviewed,Uncharacterized protein,yjiY c5429,c5429,yjiY,yjiY,2.590138788,2.859962227,2.05478336,3.003259523,48.69356504,3.018117198,2.8498811,3.327227729,11.84141751,0.000579277,0.012168631,yes
3004,c5332,183,Q8FAF3,YJGA_ECOL6,reviewed,UPF0307 protein YjgA,yjgA c5332,c5332,yjgA,yjgA,34.21709662,28.21829397,27.19566212,10.39589835,16.81609604,12.85133775,-1.169183645,4.440422951,11.77911326,0.00059899,0.012500493,yes
809,c1440,141,A0A0H2V7G0,A0A0H2V7G0_ECOL6,unreviewed,Uncharacterized protein,ydfO c1440,c1440,ydfO,ydfO,2.3174926,1.588867904,1.813044141,4.042849358,14.18401144,3.018117198,1.877415692,2.15809526,11.76292822,0.000604221,0.012514065,yes
1974,c3583,336,A0A0H2VAQ6,A0A0H2VAQ6_ECOL6,unreviewed,PapG protein,papG c3583,c3583,papG,papG,6.407185424,5.147932008,4.834784377,2.07917967,2.193403831,2.72604134,-1.222533169,2.014665452,11.75291918,0.000607479,0.012514065,yes
1983,c3590,840,A0A0H2VD09,A0A0H2VD09_ECOL6,unreviewed,PapC protein,papC c3590,c3590,papC,papC,31.89960402,26.12098834,32.0304465,12.590588,14.76891913,14.40907566,-1.10889378,4.464770011,11.57803857,0.000667353,0.013659346,yes
1914,c3486,51,A0A0H2VCR8,A0A0H2VCR8_ECOL6,unreviewed,Uncharacterized protein,c3486,c3486,,c3486,12.26907847,12.13895078,12.44956977,5.717744092,2.778311519,6.328310254,-1.288685668,3.139197845,11.49592328,0.00069749,0.014185259,yes
23,c0037,273,Q8FLB4,DAPB_ECOL6,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB c0037,c0037,dapB,dapB,61.89068473,59.86854261,62.00610963,28.41545549,23.83498829,34.36759261,-1.082914763,5.499309299,11.44500882,0.000716863,0.014486983,yes
2080,c3773,327,A0A0H2VDK9,A0A0H2VDK9_ECOL6,unreviewed,Putative iron compound permease protein of ABC transporter family,c3773,c3773,,c3773,1.499554035,1.080430174,1.813044141,2.541219596,6.726438414,3.796986153,1.559282085,1.572226332,11.36917112,0.000746732,0.014995692,yes
676,c1198,194,A0A0H2V613,A0A0H2V613_ECOL6,unreviewed,Uncharacterized protein,c1198,c1198,,c1198,2.044846412,1.461758471,1.571304922,5.60223411,3.070765363,3.894344772,1.354756707,1.679211341,11.33106747,0.000762211,0.015210868,yes
2012,c3637,502,Q8FDU9,NANT2_ECOL6,reviewed,Putative sialic acid transporter 2 (Sialic acid permease 2),nanT2 c3637,c3637,nanT2,c3637,2.044846412,2.287969781,3.384349064,4.042849358,9.066069167,7.496613686,1.397886329,2.266383063,11.19195211,0.000821529,0.016292802,yes
1931,c3507,192,A0A0H2VBX5,A0A0H2VBX5_ECOL6,unreviewed,Uncharacterized protein,c3507,c3507,,c3507,5.452923765,2.542188646,2.659131407,1.674894734,0.877361532,0.778868954,-1.57500497,1.296297504,11.12668124,0.000850947,0.016772062,yes
2159,c3911,340,A0A0H2VBG2,A0A0H2VBG2_ECOL6,unreviewed,Putative protease yhbU (EC 3.4.-.-),yhbU c3911,c3911,yhbU,yhbU,14.72289417,10.48652816,8.702611878,5.891009064,4.386807661,3.991703391,-1.230288622,3.03214782,10.58372923,0.001140873,0.02234851,yes
188,c0321,266,A0A0H2V4F2,A0A0H2V4F2_ECOL6,unreviewed,Gluconate 5-dehydrogenase (EC 1.1.1.69),c0321,c0321,,c0321,1.635877129,2.859962227,6.16435008,6.98835389,11.55192684,11.48831708,1.487721831,2.78834059,10.5685587,0.001150274,0.022395269,yes
1523,c2780,358,A0A0H2VAH7,A0A0H2VAH7_ECOL6,unreviewed,"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)",glpQ c2780,c2780,glpQ,glpQ,41.03325133,51.35221065,43.15045056,92.98553523,212.029037,60.65441982,1.429560923,6.384517154,10.55005867,0.001161844,0.022483442,yes
2052,c3734,372,P69742,MBHT_ECOL6,reviewed,Hydrogenase-2 small chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 small subunit) (NiFe hydrogenase),hybO c3734,c3734,hybO,c3734,53.02968361,31.33247506,35.41479556,22.81322138,2.924538441,9.833220549,-1.73491945,4.703856407,10.46542107,0.001216298,0.023395423,yes
2225,c3993,87,P64615,YHCN_ECOL6,reviewed,Uncharacterized protein YhcN,yhcN c3993,c3993,yhcN,yhcN,8.043062553,5.847033885,3.021740235,2.13693466,1.900949987,2.628682721,-1.32885584,2.030979033,10.18385748,0.001416755,0.027088012,yes
46,c0075,566,Q8FL88,ARAB_ECOL6,reviewed,Ribulokinase (EC 2.7.1.16),araB c0075,c0075,araB,araB,110.2853831,68.38487457,78.92785495,28.76198543,32.75483054,52.9630889,-1.16923058,5.956363576,10.14139702,0.001449762,0.027554117,yes
1977,c3585,NA,NA,NA,NA,NA,NA,NA,NA,papE,10.08790896,8.452777247,9.669568754,4.042849358,5.556623038,3.115475817,-1.161247008,2.793458385,10.01454561,0.001553087,0.029343241,yes
2926,c5209,410,A0A0H2VDI4,A0A0H2VDI4_ECOL6,unreviewed,Uncharacterized protein,c5209,c5209,,c5209,1.363230941,1.779532052,1.692174532,2.945504532,8.481161479,3.018117198,1.522339132,1.711012877,9.983375352,0.001579599,0.029668579,yes
1655,c3003,287,P64430,YPFJ_ECOL6,reviewed,Uncharacterized protein YpfJ,ypfJ c3003,c3003,ypfJ,ypfJ,39.94266658,45.69584091,48.7104526,25.29668598,13.89155759,24.04757897,-1.080576064,5.051006335,9.956333662,0.00160297,0.029931474,yes
3137,c5580,NA,NA,NA,NA,NA,NA,NA,NA,argX,43.21442084,63.74538029,62.73132729,112.2757022,223.142283,85.2861505,1.307897432,6.621448846,9.941246657,0.001616161,0.03000233,yes
3054,c5443,277,A0A0H2VFG5,A0A0H2VFG5_ECOL6,unreviewed,Uncharacterized protein,yjjP c5443,c5443,yjjP,yjjP,4.226015918,4.067501833,3.867827501,8.547738642,7.750026869,9.833220549,1.104650082,2.721811873,9.924381194,0.001631037,0.03010347,yes
752,c1342,138,P0ABX0,FLGB_ECOL6,reviewed,Flagellar basal body rod protein FlgB (Putative proximal rod protein),flgB c1342,c1342,flgB,flgB,10.90584753,20.40106388,12.08696094,26.68280576,34.36332668,33.7834409,1.115572066,4.539223039,9.76230294,0.001781266,0.032687262,yes
746,c1332,402,P69368,MDTH_ECOL6,reviewed,Multidrug resistance protein MdtH,mdtH c1332,c1332,mdtH,yceL,2.590138788,3.241290523,2.780001017,1.617139743,0.584907688,0.973586193,-1.338102708,1.129954519,9.750552043,0.001792689,0.032708886,yes
1461,c2683,506,Q8FFU7,MGLA_ECOL6,reviewed,Galactose/methyl galactoside import ATP-binding protein MglA (EC 3.6.3.17),mglA c2683,c2683,mglA,mglA,2.726461882,9.72387157,14.1417443,7.565903798,69.45778797,33.88079952,2.052499514,4.510072681,9.722748042,0.001820012,0.032832191,yes
1437,c2636,831,A0A0H2VB38,A0A0H2VB38_ECOL6,unreviewed,Hypothetical outer membrane usher protein yehB,yehB c2636,c2636,yehB,yehB,6.543508518,4.067501833,5.680871643,28.06892554,6.872665336,10.90416536,1.511829298,3.430731436,9.724188784,0.001818586,0.032832191,yes
2873,c5081,522,A0A0H2VET3,A0A0H2VET3_ECOL6,unreviewed,Putative conserved protein,c5081,c5081,,c5081,5.180277577,3.30484524,3.867827501,2.194689651,0.584907688,1.752455147,-1.338562816,1.576336984,9.664218396,0.001878917,0.03370439,yes
2077,c3770,295,A0A0H2VCI7,A0A0H2VCI7_ECOL6,unreviewed,Uncharacterized protein,c3770,c3770,,c3770,4.089692824,5.211486724,10.2739168,12.99487294,17.2547768,15.67473771,1.229346631,3.46771651,9.645198402,0.001898472,0.033864921,yes
225,c0405,196,Q8FKL2,ECPR_ECOL6,reviewed,HTH-type transcriptional regulator EcpR,ecpR matA c0405,c0405,"ecpR,matA",matA,1.363230941,1.461758471,1.450435313,3.118769504,4.386807661,2.72604134,1.222518916,1.367208027,9.557655222,0.001991173,0.035321194,yes
2827,c5004,396,A0A0H2VCY6,A0A0H2VCY6_ECOL6,unreviewed,Maltose-binding periplasmic protein,malE c5004,c5004,malE,malE,17.31303295,12.71094323,10.99913446,31.93850993,41.96712663,18.88757214,1.1771675,4.487250153,9.535893559,0.002014921,0.035544979,yes
390,c0696,142,Q8FK07,USPG_ECOL6,reviewed,Universal stress protein G,uspG c0696,c0696,uspG,ybdQ,39.3973742,25.29477703,33.84349064,16.05588745,11.55192684,18.79021352,-1.078444599,4.601369592,9.522934398,0.002029199,0.03560017,yes
1070,c1992,121,Q8FHB4,MDTJ_ECOL6,reviewed,Spermidine export protein MdtJ,mdtJ c1992,c1992,mdtJ,ydgF,2.726461882,5.147932008,3.746957892,8.143453706,12.72174222,7.107179209,1.230073702,2.757243773,9.467659215,0.002091261,0.036488497,yes
2910,c5184,NA,NA,NA,NA,NA,NA,NA,NA,papJ_2,5.452923765,3.876837685,6.889567737,2.887749541,1.900949987,2.141889625,-1.174141344,1.997881866,9.440205112,0.002122798,0.036837459,yes
1428,c2608,715,A0A0H2V8X8,A0A0H2V8X8_ECOL6,unreviewed,Uncharacterized protein,c2608,c2608,,c2608,0.545292376,2.097305633,1.450435313,3.234279486,4.825488428,3.212834437,1.353626222,1.460927818,9.407074317,0.002161498,0.037306295,yes
84,c0133,98,A0A0H2V440,A0A0H2V440_ECOL6,unreviewed,Uncharacterized protein,c0133,c0133,,c0133,2.999108071,5.402150872,4.472175549,8.027943724,12.5755153,8.956992975,1.167112393,2.854691573,9.34546707,0.002235377,0.038373968,yes
3084,c5481,175,Q8FA41,NCPP_ECOL6,reviewed,Non-canonical purine NTP phosphatase (EC 3.6.1.-) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase),yjjX c5481,c5481,yjjX,yjjX,1.090584753,1.779532052,1.692174532,3.292034477,5.849076882,2.72604134,1.31328274,1.525504467,9.329859471,0.002254496,0.038495225,yes
1647,c2995,659,A0A0H2V9J8,A0A0H2V9J8_ECOL6,unreviewed,AegA protein,yffG c2995,c2995,yffG,yffG,12.26907847,10.2323093,10.51565602,7.277128844,2.924538441,3.310193056,-1.250571689,2.992285532,9.243371651,0.002363494,0.040141678,yes
2884,c5127,548,A0A0H2VDK4,A0A0H2VDK4_ECOL6,unreviewed,Fumarate hydratase class I (EC 4.2.1.2),fumB c5127,c5127,fumB,fumB,4.226015918,2.224415065,3.263479454,1.905914697,0.438680766,0.778868954,-1.480877431,1.199181482,9.196627243,0.002424615,0.040961874,yes
